payload_detail	payload	response	response_detail	statelist	unique_response
b'101100064d51497364700300b6a7000364576a350900024b74d31d5230620d1d7fdc33'	b'\x10\x11\x00\x06MQIsdp\x03\x00\xb6\xa7\x00\x03dWj5\t\x00\x02Kt\xd3\x1dR0b\r\x1d\x7f\xdc3'	b' \x02\x00\x00'	b'20020000'	[]	36
b'101000044d51545404023b2e000449656a38d73311000377766a1e977168726c7150367220'	b'\x10\x10\x00\x04MQTT\x04\x02;.\x00\x04Iej8\xd73\x11\x00\x03wvj\x1e\x97qhrlqP6r '	b' \x02\x00\x00'	b'20020000'	[]	36
b'101100064d51497364700340b2c7000000017a380c00064f67082c545072493574423400'	b'\x10\x11\x00\x06MQIsdp\x03@\xb2\xc7\x00\x00\x00\x01z8\x0c\x00\x06Og\x08,TPrI5tB4\x00'	b' \x02\x00\x02'	b'20020002'	[]	36
b'100d00044d51545404021bbf00016a44d7123108000248529a3163594293b10f000288d7'	b'\x10\r\x00\x04MQTT\x04\x02\x1b\xbf\x00\x01jD\xd7\x121\x08\x00\x02HR\x9a1cYB\x93\xb1\x0f\x00\x02\x88\xd7'	b' \x02\x00\x00'	b'20020000'	[]	36
b'100d00044d5154540402fcf90001520d215a341000095a6764444a5459794fb475679676'	b'\x10\r\x00\x04MQTT\x04\x02\xfc\xf9\x00\x01R\r!Z4\x10\x00\tZgdDJTYyO\xb4ug\x96v'	b' \x02\x00\x00'	b'20020000'	[]	36
b'101100044d51545404029c7a00056d4c6b3857300400006d47698d9e3808000341586640'	b'\x10\x11\x00\x04MQTT\x04\x02\x9cz\x00\x05mLk8W0\x04\x00\x00mGi\x8d\x9e8\x08\x00\x03AXf@'	b' \x02\x00\x00'	b'20020000'	[]	36
b'101000044d5154540402f77600043452766a403d11000342524fdd2c6f414331426441573f'	b'\x10\x10\x00\x04MQTT\x04\x02\xf7v\x00\x044Rvj@=\x11\x00\x03BRO\xdd,oAC1BdAW?'	b' \x02\x00\x00'	b'20020000'	[]	36
b'101200064d51497364700302ec580004584a53443c0b0006345a3478563011be70da93c11000'	b'\x10\x12\x00\x06MQIsdp\x03\x02\xecX\x00\x04XJSD<\x0b\x00\x064Z4xV0\x11\xbep\xda\x93\xc1\x10\x00'	b' \x02\x00\x00P\x02\x11\xbe'	b'20020000500211be'	[]	37
b'101100044d51545404020643000579585265723b110004715a6e3919e54f637637765042b390'	b'\x10\x11\x00\x04MQTT\x04\x02\x06C\x00\x05yXRer;\x11\x00\x04qZn9\x19\xe5Ocv7vPB\xb3\x90'	b' \x02\x00\x00'	b'20020000'	[]	37
b'101200064d5149736470030067d6000431324a34310f000653525a7163417a7a547475467741'	b'\x10\x12\x00\x06MQIsdp\x03\x00g\xd6\x00\x0412J41\x0f\x00\x06SRZqcAzzTtuFwA'	b' \x02\x00\x00'	b'20020000'	[]	37
b'101100044d5154540400dcb500056a5473444c3c1000016311077533386f646753615065e0'	b'\x10\x11\x00\x04MQTT\x04\x00\xdc\xb5\x00\x05jTsDL<\x10\x00\x01c\x11\x07u38odgSaPe\xe0'	b' \x02\x00\x00'	b'20020000'	[]	37
b'100c00044d5154540402f4c40000b00025a4903c07000466524c38806d471d92100020'	b'\x10\x0c\x00\x04MQTT\x04\x02\xf4\xc4\x00\x00\xb0\x00%\xa4\x90<\x07\x00\x04fRL8\x80mG\x1d\x92\x10\x00 '	b' \x02\x00\x00'	b'20020000'	[]	37
b'100d00044d515454040055fd00016b700000173a0f000a32336d6f743450443538b9c0bc00'	b'\x10\r\x00\x04MQTT\x04\x00U\xfd\x00\x01kp\x00\x00\x17:\x0f\x00\n23mot4PD58\xb9\xc0\xbc\x00'	b' \x02\x00\x00'	b'20020000'	[]	37
b'100d00044d5154540400fd0700013342100014350f00014248b4747871377554416d59716310'	b'\x10\r\x00\x04MQTT\x04\x00\xfd\x07\x00\x013B\x10\x00\x145\x0f\x00\x01BH\xb4txq7uTAmYqc\x10'	b' \x02\x01\x00'	b'20020100'	[]	37
b'100d00044d5154540402c745000154b0000b330a00025245e8a654417641a934100e036650'	b'\x10\r\x00\x04MQTT\x04\x02\xc7E\x00\x01T\xb0\x00\x0b3\n\x00\x02RE\xe8\xa6TAvA\xa94\x10\x0e\x03fP'	b' \x02\x00\x00'	b'20020000'	[]	37
b'100e00044d51545404003613000274489c00340e0000c76e644f31525858715738441794'	b'\x10\x0e\x00\x04MQTT\x04\x006\x13\x00\x02tH\x9c\x004\x0e\x00\x00\xc7ndO1RXXqW8D\x17\x94'	b' \x02\x00\x00'	b'20020000'	[]	37
b'101200064d514973647003005f1b000462483855320f000250773585000209ec4742436c4e00'	b'\x10\x12\x00\x06MQIsdp\x03\x00_\x1b\x00\x04bH8U2\x0f\x00\x02Pw5\x85\x00\x02\t\xecGBClN\x00'	b' \x02\x00\x00@\x025\x85'	b'2002000040023585'	[]	38
b'101200044d515454044220c7000000044a70716b3b11000674484e6266fde66b714a416406a0'	b'\x10\x12\x00\x04MQTT\x04B \xc7\x00\x00\x00\x04Jpqk;\x11\x00\x06tHNbf\xfd\xe6kqJAd\x06\xa0'	b' \x02\x00\x00'	b'20020000'	[]	38
b'101100044d5154540502439a0219a100025737003c0a000434446f41d9a76772a7320f00016d30'	b'\x10\x11\x00\x04MQTT\x05\x02C\x9a\x02\x19\xa1\x00\x02W7\x00<\n\x00\x044DoA\xd9\xa7gr\xa72\x0f\x00\x01m0'	b' \x03\x00\x82\x00'	b'2003008200'	[]	39
b'100e00044d5154540402516e000270559c00340b00013572ab56434364436b66083d'	b'\x10\x0e\x00\x04MQTT\x04\x02Qn\x00\x02pU\x9c\x004\x0b\x00\x015r\xabVCCdCkf\x08='	b' \x02\x00\x00'	b'20020000'	[]	39
b'101100044d5154540402af7000053743436b6a3b10000a4d416e33547546394b7289e5ede0'	b'\x10\x11\x00\x04MQTT\x04\x02\xafp\x00\x057CCkj;\x10\x00\nMAn3TuF9Kr\x89\xe5\xed\xe0'	b' \x02\x00\x00'	b'20020000'	[]	39
b'101100044d51545404420bc3000000034f4d703c050000f8d56e8459a8bdbcf4fc9e'	b'\x10\x11\x00\x04MQTT\x04B\x0b\xc3\x00\x00\x00\x03OMp<\x05\x00\x00\xf8\xd5n\x84Y\xa8\xbd\xbc\xf4\xfc\x9e'	b' \x02\x00\x00'	b'20020000'	[]	39
b'100c00044d5154540400f9c60000c14343400033050000049f37f564ab0c30ba36533b'	b'\x10\x0c\x00\x04MQTT\x04\x00\xf9\xc6\x00\x00\xc1CC@\x003\x05\x00\x00\x04\x9f7\xf5d\xab\x0c0\xba6S;'	b' \x02\x00\x02'	b'20020002'	[]	39
b'101100044d515454044095d5000000036b46773809000267713674446478e2ae3310000450'	b'\x10\x11\x00\x04MQTT\x04@\x95\xd5\x00\x00\x00\x03kFw8\t\x00\x02gq6tDdx\xe2\xae3\x10\x00\x04P'	b' \x02\x00\x02'	b'20020002'	[]	39
b'101200044d5154540480145900016e0003476967340f00016ebdb56b644d677075726873c770'	b'\x10\x12\x00\x04MQTT\x04\x80\x14Y\x00\x01n\x00\x03Gig4\x0f\x00\x01n\xbd\xb5kdMgpurhs\xc7p'	b' \x02\x00\x00P\x02\xbd\xb5'	b'200200005002bdb5'	[]	40
b'101200064d51497364700382840d00016300017a350f000a54317048614d664749f0e74430'	b'\x10\x12\x00\x06MQIsdp\x03\x82\x84\r\x00\x01c\x00\x01z5\x0f\x00\nT1pHaMfGI\xf0\xe7D0'	b' \x02\x00\x00'	b'20020000'	[]	40
b'101100044d515454044205c10000001424c000003a11000765416e31565436155d6159646bd3'	b'\x10\x11\x00\x04MQTT\x04B\x05\xc1\x00\x00\x00\x14$\xc0\x00\x00:\x11\x00\x07eAn1VT6\x15]aYdk\xd3'	b''	b''	[]	40
b'101100064d51497364700302b39c00033674723d0e000673783375626d33bd7a524f75d0'	b'\x10\x11\x00\x06MQIsdp\x03\x02\xb3\x9c\x00\x036tr=\x0e\x00\x06sx3ubm3\xbdzROu\xd0'	b' \x02\x00\x00'	b'20020000'	[]	40
b'101200044d51545404405a040002476b000271633d0a00023636f7656f624f564349121100'	b'\x10\x12\x00\x04MQTT\x04@Z\x04\x00\x02Gk\x00\x02qc=\n\x00\x0266\xf7eobOVCI\x12\x11\x00'	b' \x02\x00\x00'	b'20020000'	[]	40
b'101200064d51497364700300ff0200046439614b3d0c0005526b364a76433e704479548061'	b'\x10\x12\x00\x06MQIsdp\x03\x00\xff\x02\x00\x04d9aK=\x0c\x00\x05Rk6JvC>pDyT\x80a'	b' \x02\x00\x00P\x02C>'	b'200200005002433e'	[]	41
b'101100064d5149736470030048d200036f77533212000a796c47344559623777626c4c5438'	b'\x10\x11\x00\x06MQIsdp\x03\x00H\xd2\x00\x03owS2\x12\x00\nylG4EYb7wblLT8'	b' \x02\x00\x00'	b'20020000'	[]	41
b'101200044d51545404020af500067a455356705a3d0c00014b1614333953654258383f3630'	b'\x10\x12\x00\x04MQTT\x04\x02\n\xf5\x00\x06zESVpZ=\x0c\x00\x01K\x16\x1439SeBX8?60'	b' \x02\x00\x00'	b'20020000'	[]	41
b'101200064d51497364700380f2af000000027058350f0006483265637631be196e3762757692'	b'\x10\x12\x00\x06MQIsdp\x03\x80\xf2\xaf\x00\x00\x00\x02pX5\x0f\x00\x06H2ecv1\xbe\x19n7buv\x92'	b' \x02\x00\x02'	b'20020002'	[]	41
b'101000064d51497364700302bb1f000263388631080001335153546d7557a42035070001'	b'\x10\x10\x00\x06MQIsdp\x03\x02\xbb\x1f\x00\x02c8\x861\x08\x00\x013QSTmuW\xa4 5\x07\x00\x01'	b' \x02\x00\x00'	b'20020000'	[]	41
b'101200044d515454040243f700063061476863533d120003356e7152eb35716e41374d53ca'	b'\x10\x12\x00\x04MQTT\x04\x02C\xf7\x00\x060aGhcS=\x12\x00\x035nqR\xeb5qnA7MS\xca'	b' \x02\x00\x00'	b'20020000'	[]	41
b'100d00044d515454040280fc000178200014d0340e00086b64575a6d6d6469e3d864665300'	b'\x10\r\x00\x04MQTT\x04\x02\x80\xfc\x00\x01x \x00\x14\xd04\x0e\x00\x08kdWZmmdi\xe3\xd8dfS\x00'	b' \x02\x00\x00'	b'20020000'	[]	41
b'101200064d5149736470030218fc00046f4c4635350a000576346645331c326917aac10900'	b'\x10\x12\x00\x06MQIsdp\x03\x02\x18\xfc\x00\x04oLF55\n\x00\x05v4fE3\x1c2i\x17\xaa\xc1\t\x00'	b' \x02\x00\x00P\x02\x1c2'	b'2002000050021c32'	[]	42
b'101000044d515454040038810004366d6836403411000b766a4f4e3867684e3153684b6600'	b'\x10\x10\x00\x04MQTT\x04\x008\x81\x00\x046mh6@4\x11\x00\x0bvjON8ghN1ShKf\x00'	b' \x02\x00\x00'	b'20020000'	[]	42
b'100d00044d51545404028add000134e4450035060000d5b84e9b2a490900568684a460'	b'\x10\r\x00\x04MQTT\x04\x02\x8a\xdd\x00\x014\xe4E\x005\x06\x00\x00\xd5\xb8N\x9b*I\t\x00V\x86\x84\xa4`'	b' \x02\x00\x00'	b'20020000'	[]	42
b'101200064d51497364700302c55e00044d427a6b3c11000a50474347543038763465b30568e7'	b'\x10\x12\x00\x06MQIsdp\x03\x02\xc5^\x00\x04MBzk<\x11\x00\nPGCGT08v4e\xb3\x05h\xe7'	b' \x02\x00\x00'	b'20020000'	[]	42
b'100c00044d515454040234750000e4662db200340800016b0c4f7a6e55f13f860db230'	b'\x10\x0c\x00\x04MQTT\x04\x024u\x00\x00\xe4f-\xb2\x004\x08\x00\x01k\x0cOznU\xf1?\x86\r\xb20'	b' \x02\x00\x00'	b'20020000'	[]	42
b'101100064d51497364700302cd5900034e734c350900017138f1384d646980020f106060'	b'\x10\x11\x00\x06MQIsdp\x03\x02\xcdY\x00\x03NsL5\t\x00\x01q8\xf18Mdi\x80\x02\x0f\x10``'	b' \x02\x00\x00'	b'20020000'	[]	42
b'101000044d5154540402f6c700043738657af43d0d00045a647530ec94636461435067a1e8'	b'\x10\x10\x00\x04MQTT\x04\x02\xf6\xc7\x00\x0478ez\xf4=\r\x00\x04Zdu0\xec\x94cdaCPg\xa1\xe8'	b' \x02\x00\x00'	b'20020000'	[]	42
b'101100044d5154540482db8f00015a000274523c1200023059c5cf05517953504a47760dc0'	b'\x10\x11\x00\x04MQTT\x04\x82\xdb\x8f\x00\x01Z\x00\x02tR<\x12\x00\x020Y\xc5\xcf\x05QySPJGv\r\xc0'	b' \x02\x00\x00'	b'20020000'	[]	42
b'101200044d515454040058420006445970597655320c0006476437364f758f5536709a33'	b'\x10\x12\x00\x04MQTT\x04\x00XB\x00\x06DYpYvU2\x0c\x00\x06Gd76Ou\x8fU6p\x9a3'	b' \x02\x00\x00@\x02\x8fU'	b'2002000040028f55'	[]	43
b'101100044d51545404426bb000000003796d793b0f0005475475625140ad725734456956c0'	b'\x10\x11\x00\x04MQTT\x04Bk\xb0\x00\x00\x00\x03ymy;\x0f\x00\x05GTubQ@\xadrW4EiV\xc0'	b' \x02\x00\x00@\x02@\xad'	b'20020000400240ad'	[]	44
b'101100044d5154540402f01e00056e636e6675310700003669526148112685a9110ec0'	b'\x10\x11\x00\x04MQTT\x04\x02\xf0\x1e\x00\x05ncnfu1\x07\x00\x006iRaH\x11&\x85\xa9\x11\x0e\xc0'	b' \x02\x00\x00'	b'20020000'	[]	44
b'101200044d5154540402ff96000644464e493572390f000a46707931387a67454357634c6737'	b'\x10\x12\x00\x04MQTT\x04\x02\xff\x96\x00\x06DFNI5r9\x0f\x00\nFpy18zgECWcLg7'	b' \x02\x00\x00'	b'20020000'	[]	44
b'101100044d5154540400fe7b00054d3637493938110001667944324f794b72637241455742'	b'\x10\x11\x00\x04MQTT\x04\x00\xfe{\x00\x05M67I98\x11\x00\x01fyD2OyKrcrAEWB'	b' \x02\x00\x00'	b'20020000'	[]	44
b'100d00044d5154540400f78d000136c00015203b0e00046d6f4532f06e6d376133637092fc'	b'\x10\r\x00\x04MQTT\x04\x00\xf7\x8d\x00\x016\xc0\x00\x15 ;\x0e\x00\x04moE2\xf0nm7a3cp\x92\xfc'	b' \x02\x00\x00\xd0\x00'	b'20020000d000'	[]	44
b'101100064d51497364700300593b0003337047310c000977554d75654754566e36544e10'	b'\x10\x11\x00\x06MQIsdp\x03\x00Y;\x00\x033pG1\x0c\x00\twUMueGTVn6TN\x10'	b' \x02\x00\x00'	b'20020000'	[]	44
b'100e00064d51497364700300fc3e000024e23a310b000453386f345453454846d99130'	b'\x10\x0e\x00\x06MQIsdp\x03\x00\xfc>\x00\x00$\xe2:1\x0b\x00\x04S8o4TSEHF\xd9\x910'	b' \x02\x00\x02'	b'20020002'	[]	44
b'101200064d51497364700300861a000467725063330e0000c4dd6d4655373937523763432d80'	b'\x10\x12\x00\x06MQIsdp\x03\x00\x86\x1a\x00\x04grPc3\x0e\x00\x00\xc4\xddmFU797R7cC-\x80'	b' \x02\x00\x00'	b'20020000'	[]	44
b'100d00044d5154540402e50d000133c0001630310c0000754e705a61556b476a4befffed'	b'\x10\r\x00\x04MQTT\x04\x02\xe5\r\x00\x013\xc0\x00\x1601\x0c\x00\x00uNpZaUkGjK\xef\xff\xed'	b' \x02\x00\x00\xd0\x00'	b'20020000d000'	[]	44
b'100e00044d5154540400e85300027750051927340e00035551421f9a355938736a53707a0d'	"b""\x10\x0e\x00\x04MQTT\x04\x00\xe8S\x00\x02wP\x05\x19'4\x0e\x00\x03UQB\x1f\x9a5Y8sjSpz\r"""	b' \x02\x00\x00'	b'20020000'	[]	44
b'101000044d5154540402cf7c00043574466c65340f000b76674e744a7548644c665855c6'	b'\x10\x10\x00\x04MQTT\x04\x02\xcf|\x00\x045tFle4\x0f\x00\x0bvgNtJuHdLfXU\xc6'	b' \x02\x00\x00'	b'20020000'	[]	44
b'101100044d5154540400237b00056969614764390c0007666a44536d4147406174d34ff0'	b'\x10\x11\x00\x04MQTT\x04\x00#{\x00\x05iiaGd9\x0c\x00\x07fjDSmAG@at\xd3O\xf0'	b' \x02\x00\x00'	b'20020000'	[]	44
b'101100044d51545404007ccf00056d36726c58380d0008653346325462766578535863450c'	b'\x10\x11\x00\x04MQTT\x04\x00|\xcf\x00\x05m6rlX8\r\x00\x08e3F2TbvexSXcE\x0c'	b' \x02\x00\x00'	b'20020000'	[]	44
b'101100064d51497364700302706900035a355438090002775163684b6b666fc73d433b10'	b'\x10\x11\x00\x06MQIsdp\x03\x02pi\x00\x03Z5T8\t\x00\x02wQchKkfo\xc7=C;\x10'	b' \x02\x00\x00'	b'20020000'	[]	44
b'101100044d51545404003a140005413973695730090001784a507548495237653363910000'	b'\x10\x11\x00\x04MQTT\x04\x00:\x14\x00\x05A9siW0\t\x00\x01xJPuHIR7e3c\x91\x00\x00'	b' \x02\x00\x00'	b'20020000'	[]	44
b'101100044d51545404408c9800016e0002356f3412000c735349725a3179723767435146e190'	b'\x10\x11\x00\x04MQTT\x04@\x8c\x98\x00\x01n\x00\x025o4\x12\x00\x0csSIrZ1yr7gCQF\xe1\x90'	b' \x02\x01\x00'	b'20020100'	[]	44
b'101200044d5154540402b466000643737978534b3d070002505a58e4636c3de1050025772640'	b'\x10\x12\x00\x04MQTT\x04\x02\xb4f\x00\x06CsyxSK=\x07\x00\x02PZX\xe4cl=\xe1\x05\x00%w&@'	b' \x02\x00\x00'	b'20020000'	[]	44
b'101000044d5154540400411900046538793990330e0007775269774c4b4945086855623099'	b'\x10\x10\x00\x04MQTT\x04\x00A\x19\x00\x04e8y9\x903\x0e\x00\x07wRiwLKIE\x08hUb0\x99'	b' \x02\x00\x00'	b'20020000'	[]	44
b'101000044d5154540402c23100045837496d903a0800003b524c6b3153e3cc2000b0'	b'\x10\x10\x00\x04MQTT\x04\x02\xc21\x00\x04X7Im\x90:\x08\x00\x00;RLk1S\xe3\xcc \x00\xb0'	b' \x02\x00\x00'	b'20020000'	[]	44
b'100e00044d5154540400bbde000274731485340f00077155727277574589950723f04040'	b'\x10\x0e\x00\x04MQTT\x04\x00\xbb\xde\x00\x02ts\x14\x854\x0f\x00\x07qUrrwWE\x89\x95\x07#\xf0@@'	b' \x02\x00\x00'	b'20020000'	[]	44
b'101100044d5154540400740d000535776242503d06000165c5e26566a635c6dd100002'	b'\x10\x11\x00\x04MQTT\x04\x00t\r\x00\x055wbBP=\x06\x00\x01e\xc5\xe2ef\xa65\xc6\xdd\x10\x00\x02'	b' \x02\x00\x00P\x02\xc5\xe2'	b'200200005002c5e2'	[]	45
b'101200044d51545404023c1b00064f444b377878380480004cd9acc35b10003575437c3f47'	b'\x10\x12\x00\x04MQTT\x04\x02<\x1b\x00\x06ODK7xx8\x04\x80\x00L\xd9\xac\xc3[\x10\x005uC|?G'	b' \x02\x00\x00'	b'20020000'	[]	45
b'101100044d5154540400c1ad00054e6452346b3a0e0006317032787271075456586e5354a780'	b'\x10\x11\x00\x04MQTT\x04\x00\xc1\xad\x00\x05NdR4k:\x0e\x00\x061p2xrq\x07TVXnST\xa7\x80'	b' \x02\x00\x00'	b'20020000'	[]	45
b'101200044d51545404024dfc0006546e7577355a3b11000b307130444355364e4d554d54fa00'	b'\x10\x12\x00\x04MQTT\x04\x02M\xfc\x00\x06Tnuw5Z;\x11\x00\x0b0q0DCU6NMUMT\xfa\x00'	b' \x02\x00\x00'	b'20020000'	[]	45
b'101100044d51545404024a350005474b6e5467310f000646616267706643735a5a72653520'	b'\x10\x11\x00\x04MQTT\x04\x02J5\x00\x05GKnTg1\x0f\x00\x06FabgpfCsZZre5 '	b' \x02\x00\x00'	b'20020000'	[]	45
b'101200044d51545404029dd400063164486f554b390500047172474c2501ac310c000648'	b'\x10\x12\x00\x04MQTT\x04\x02\x9d\xd4\x00\x061dHoUK9\x05\x00\x04qrGL%\x01\xac1\x0c\x00\x06H'	b' \x02\x00\x00'	b'20020000'	[]	45
b'101000064d51497364700380b3c000000000d03d0f00086270716c746742b1066853440d30'	b'\x10\x10\x00\x06MQIsdp\x03\x80\xb3\xc0\x00\x00\x00\x00\xd0=\x0f\x00\x08bpqltgB\xb1\x06hSD\r0'	b' \x02\x00\x02'	b'20020002'	[]	45
b'101000044d5154540402b7c3000431397236803c110006397630725a38facd38756b6d4430'	b'\x10\x10\x00\x04MQTT\x04\x02\xb7\xc3\x00\x0419r6\x80<\x11\x00\x069v0rZ8\xfa\xcd8ukmD0'	b' \x02\x00\x00'	b'20020000'	[]	45
b'101200064d514973647003025749000448575039380b0003537450657742415458a3b7d9'	b'\x10\x12\x00\x06MQIsdp\x03\x02WI\x00\x04HWP98\x0b\x00\x03StPewBATX\xa3\xb7\xd9'	b' \x02\x00\x00'	b'20020000'	[]	45
b'100c00044d5154540400236c0000576744ca3b09000134044569525430701f3576'	b'\x10\x0c\x00\x04MQTT\x04\x00#l\x00\x00WgD\xca;\t\x00\x014\x04EiRT0p\x1f5v'	b' \x02\x00\x02'	b'20020002'	[]	45
b'101200044d5154540400ae6f000673584f436f483c0e0005543258336a211a393543396159b0'	b'\x10\x12\x00\x04MQTT\x04\x00\xaeo\x00\x06sXOCoH<\x0e\x00\x05T2X3j!\x1a95C9aY\xb0'	b' \x02\x00\x00P\x02!\x1a'	b'200200005002211a'	[]	46
b'101200044d515454040281bc00064533693766393d0d000152e2ee4b6759517357764e77468c'	b'\x10\x12\x00\x04MQTT\x04\x02\x81\xbc\x00\x06E3i7f9=\r\x00\x01R\xe2\xeeKgYQsWvNwF\x8c'	b' \x02\x00\x00'	b'20020000'	[]	46
b'101100064d514973647003003f7c0003344d663c0c0003453450f9766165544e346e84bd30'	b'\x10\x11\x00\x06MQIsdp\x03\x00?|\x00\x034Mf<\x0c\x00\x03E4P\xf9vaeTN4n\x84\xbd0'	b' \x02\x00\x00P\x02\xf9v'	b'200200005002f976'	[]	47
b'100e00064d51497364700300178c0000f600003110000a7a494363536c3863746473374750'	b'\x10\x0e\x00\x06MQIsdp\x03\x00\x17\x8c\x00\x00\xf6\x00\x001\x10\x00\nzICcSl8ctds7GP'	b' \x02\x00\x02'	b'20020002'	[]	47
b'101200064d51497364700340993c00024870000031110009323543685438354c4e3953674367'	b'\x10\x12\x00\x06MQIsdp\x03@\x99<\x00\x02Hp\x00\x001\x11\x00\t25ChT85LN9SgCg'	b' \x02\x00\x00'	b'20020000'	[]	47
b'100e00044d5154540480702900000000100252390e000063355078456279365031336c524930'	b'\x10\x0e\x00\x04MQTT\x04\x80p)\x00\x00\x00\x00\x10\x02R9\x0e\x00\x00c5PxEby6P13lRI0'	b' \x02\x00\x02'	b'20020002'	[]	47
b'100c00044d5154540402ea930000126ef2e000380f0003555a6d6d714d4a3432326b77d8'	b'\x10\x0c\x00\x04MQTT\x04\x02\xea\x93\x00\x00\x12n\xf2\xe0\x008\x0f\x00\x03UZmmqMJ422kw\xd8'	b' \x02\x00\x00'	b'20020000'	[]	47
b'101200064d51497364700300ff7a000478584f373d12000734667339673534364b05576a382334'	b'\x10\x12\x00\x06MQIsdp\x03\x00\xffz\x00\x04xXO7=\x12\x00\x074fs9g546K\x05Wj8#4'	b' \x02\x00\x00'	b'20020000'	[]	47
b'100d00044d5154540402f63700014b66c6b4310f000d4b366c37666330436861766456d3'	b'\x10\r\x00\x04MQTT\x04\x02\xf67\x00\x01Kf\xc6\xb41\x0f\x00\rK6l7fc0ChavdV\xd3'	b' \x02\x00\x00'	b'20020000'	[]	47
b'101100064d51497364700300f4740003734b79300d000466666d466539396f575275707635'	b'\x10\x11\x00\x06MQIsdp\x03\x00\xf4t\x00\x03sKy0\r\x00\x04ffmFe99oWRupv5'	b' \x02\x00\x00'	b'20020000'	[]	47
b'101100044d51545404807d7c00000003697236301200035742655067356e3344644e414140'	b'\x10\x11\x00\x04MQTT\x04\x80}|\x00\x00\x00\x03ir60\x12\x00\x03WBePg5n3DdNAA@'	b' \x02\x00\x02'	b'20020002'	[]	47
b'101000064d5149736470030294bc00023933d63411000d6e70314332544a657958506504a590'	b'\x10\x10\x00\x06MQIsdp\x03\x02\x94\xbc\x00\x0293\xd64\x11\x00\rnp1C2TJeyXPe\x04\xa5\x90'	b' \x02\x00\x00'	b'20020000'	[]	47
b'100f00044d515454040226550003414645b43b0600025761114dd47b9a77bc38'	b'\x10\x0f\x00\x04MQTT\x04\x02&U\x00\x03AFE\xb4;\x06\x00\x02Wa\x11M\xd4{\x9aw\xbc8'	b' \x02\x00\x00'	b'20020000'	[]	47
b'101200044d5154540402ed380006316f746362703910000455634668724b7178774d6439ef00'	b'\x10\x12\x00\x04MQTT\x04\x02\xed8\x00\x061otcbp9\x10\x00\x04UcFhrKqxwMd9\xef\x00'	b' \x02\x00\x00'	b'20020000'	[]	47
b'101200044d51545404027df10006335035716834330c000158499d76715142707a35368307'	b'\x10\x12\x00\x04MQTT\x04\x02}\xf1\x00\x063P5qh43\x0c\x00\x01XI\x9dvqQBpz56\x83\x07'	b' \x02\x00\x00@\x02I\x9d'	b'200200004002499d'	[]	48
b'100c00044d5154540400738b0000054530100008466e4e576a6d4e6f59327836d150'	b'\x10\x0c\x00\x04MQTT\x04\x00s\x8b\x00\x00\x05E0\x10\x00\x08FnNWjmNoY2x6\xd1P'	b' \x02\x00\x02'	b'20020002'	[]	48
b'101200044d5154540402aff70006623476556843320c00027874445d4e3353764450fd7ab9'	b'\x10\x12\x00\x04MQTT\x04\x02\xaf\xf7\x00\x06b4vUhC2\x0c\x00\x02xtD]N3SvDP\xfdz\xb9'	b' \x02\x00\x00@\x02D]'	b'200200004002445d'	[]	49
b'101200064d51497364700302c7110004316268473c1100075375536d335665525458466a48c630'	b'\x10\x12\x00\x06MQIsdp\x03\x02\xc7\x11\x00\x041bhG<\x11\x00\x07SuSm3VeRTXFjH\xc60'	b' \x02\x00\x00P\x02RT'	b'2002000050025254'	[]	50
b'101200044d51545404023e4f0006494f685a674a3c0d00056d637644610bd247746765392300'	b'\x10\x12\x00\x04MQTT\x04\x02>O\x00\x06IOhZgJ<\r\x00\x05mcvDa\x0b\xd2Gtge9#\x00'	b' \x02\x00\x00'	b'20020000'	[]	50
b'100e00064d51497364700302bf180000466350340a0002557663f001445839b76792'	b'\x10\x0e\x00\x06MQIsdp\x03\x02\xbf\x18\x00\x00FcP4\n\x00\x02Uvc\xf0\x01DX9\xb7g\x92'	b' \x02\x00\x02'	b'20020002'	[]	50
b'101100044d51545404801421000363736d00003d0b000334627adb95765436597338105004f0'	b'\x10\x11\x00\x04MQTT\x04\x80\x14!\x00\x03csm\x00\x00=\x0b\x00\x034bz\xdb\x95vT6Ys8\x10P\x04\xf0'	b' \x02\x00\x00'	b'20020000'	[]	50
b'100c00044d51545404023b7700001000165c350e0001597af65a6b4f4368784f5157c8'	b'\x10\x0c\x00\x04MQTT\x04\x02;w\x00\x00\x10\x00\x16\\5\x0e\x00\x01Yz\xf6ZkOChxOQW\xc8'	b' \x02\x00\x00'	b'20020000'	[]	50
b'101200064d514973647003027146000450595747390f00074d3370794c317946425472392260'	"b'\x10\x12\x00\x06MQIsdp\x03\x02qF\x00\x04PYWG9\x0f\x00\x07M3pyL1yFBTr9""`'"	b' \x02\x00\x00'	b'20020000'	[]	50
b'101200064d51497364700382471d0001360001333d1000016e2e28345275377772556a6f16bb'	b'\x10\x12\x00\x06MQIsdp\x03\x82G\x1d\x00\x016\x00\x013=\x10\x00\x01n.(4Ru7wrUjo\x16\xbb'	b' \x02\x00\x00P\x02.('	b'2002000050022e28'	[]	51
b'101200044d515454040030f90006567778393763300f000547565334705433524d5374634390'	b'\x10\x12\x00\x04MQTT\x04\x000\xf9\x00\x06Vwx97c0\x0f\x00\x05GVS4pT3RMStcC\x90'	b' \x02\x00\x00'	b'20020000'	[]	51
