payload_detail	payload	response	response_detail	statelist	unique_response
b'100f00044d5154540400427d00034c775714c03d100008476c49766154687198d34458a5'	b'\x10\x0f\x00\x04MQTT\x04\x00B}\x00\x03LwW\x14\xc0=\x10\x00\x08GlIvaThq\x98\xd3DX\xa5'	b' \x02\x00\x00'	b'20020000'	[]	20
b'100c00044d5154540402927d000080001498340b000155eb23523968454b4d66a2a7a8'	b'\x10\x0c\x00\x04MQTT\x04\x02\x92}\x00\x00\x80\x00\x14\x984\x0b\x00\x01U\xeb#R9hEKMf\xa2\xa7\xa8'	b' \x02\x00\x00'	b'20020000'	[]	20
b'101200064d51497364700382621f000000024f6c341200026470aa926766454330696868be30'	b'\x10\x12\x00\x06MQIsdp\x03\x82b\x1f\x00\x00\x00\x02Ol4\x12\x00\x02dp\xaa\x92gfEC0ihh\xbe0'	b' \x02\x00\x02'	b'20020002'	[]	20
b'101200044d5154540442ae960000000472424868380f0004666c424754564b76716b4b55b331'	b'\x10\x12\x00\x04MQTT\x04B\xae\x96\x00\x00\x00\x04rBHh8\x0f\x00\x04flBGTVKvqkKU\xb31'	b' \x02\x00\x00'	b'20020000'	[]	20
b'101100044d5154540402622d00055945397a3435100006434c385a534510766b63537757'	b'\x10\x11\x00\x04MQTT\x04\x02b-\x00\x05YE9z45\x10\x00\x06CL8ZSE\x10vkcSwW'	b' \x02\x00\x00'	b'20020000'	[]	20
b'101200044d5154540402a94b00066b7a5a7232383b100009504875595443366131f0923202'	b'\x10\x12\x00\x04MQTT\x04\x02\xa9K\x00\x06kzZr28;\x10\x00\tPHuYTC6a1\xf0\x922\x02'	b' \x02\x00\x00'	b'20020000'	[]	20
b'101200044d515454048236a400016f00036441773504000146305aa4340f00015a2f2b4d6e7370'	b'\x10\x12\x00\x04MQTT\x04\x826\xa4\x00\x01o\x00\x03dAw5\x04\x00\x01F0Z\xa44\x0f\x00\x01Z/+Mnsp'	b' \x02\x00\x00'	b'20020000'	[]	20
b'101100064d5149736470030223420003344d38310e0008697a5a5454554e6735716465563f38'	b'\x10\x11\x00\x06MQIsdp\x03\x02#B\x00\x034M81\x0e\x00\x08izZTTUNg5qdeV?8'	b' \x02\x00\x00'	b'20020000'	[]	20
b'101100064d51497364700300f0e30003393475310f000c736231643769584c654155773253'	b'\x10\x11\x00\x06MQIsdp\x03\x00\xf0\xe3\x00\x0394u1\x0f\x00\x0csb1d7iXLeAUw2S'	b' \x02\x00\x00'	b'20020000'	[]	20
b'101200064d51497364700300e5f500044d474a723d10000173df5b6d6f377536486f6a4eed3100'	b'\x10\x12\x00\x06MQIsdp\x03\x00\xe5\xf5\x00\x04MGJr=\x10\x00\x01s\xdf[mo7u6HojN\xed1\x00'	b' \x02\x00\x00'	b'20020000'	[]	20
b'101200044d51545404008a1700063533795739643412000367633624a7704c38544a614a36c0'	b'\x10\x12\x00\x04MQTT\x04\x00\x8a\x17\x00\x0653yW9d4\x12\x00\x03gc6$\xa7pL8TJaJ6\xc0'	b' \x02\x00\x00'	b'20020000'	[]	20
b'100c00044d5154540400f05a0000541132080003565a5403297a30befb91'	b'\x10\x0c\x00\x04MQTT\x04\x00\xf0Z\x00\x00T\x112\x08\x00\x03VZT\x03)z0\xbe\xfb\x91'	b' \x02\x00\x02'	b'20020002'	[]	20
b'101100044d5154540402fb1200057443395363320e0009344d62585543646750bb9365e5b0'	b'\x10\x11\x00\x04MQTT\x04\x02\xfb\x12\x00\x05tC9Sc2\x0e\x00\t4MbXUCdgP\xbb\x93e\xe5\xb0'	b' \x02\x00\x00'	b'20020000'	[]	20
b'101200044d5154540482c66a00026b7500024847350b0001319516694b4e66486199626260'	b'\x10\x12\x00\x04MQTT\x04\x82\xc6j\x00\x02ku\x00\x02HG5\x0b\x00\x011\x95\x16iKNfHa\x99bb`'	b' \x02\x00\x00'	b'20020000'	[]	20
b'101200064d51497364700300f62600046b33486f330e000159ce113953344b704a416158ebf0'	b'\x10\x12\x00\x06MQIsdp\x03\x00\xf6&\x00\x04k3Ho3\x0e\x00\x01Y\xce\x119S4KpJAaX\xeb\xf0'	b' \x02\x00\x00'	b'20020000'	[]	20
b'100f00044d51545404425761000000016c533f120009573251474d63596b7611a83747d1'	b'\x10\x0f\x00\x04MQTT\x04BWa\x00\x00\x00\x01lS?\x12\x00\tW2QGMcYkv\x11\xa87G\xd1'	b' \x02\x00\x00'	b'20020000'	[]	20
b'101100044d5154540440f955000000036a5549351000054f7579506c547412357a5a3543f310'	b'\x10\x11\x00\x04MQTT\x04@\xf9U\x00\x00\x00\x03jUI5\x10\x00\x05OuyPlTt\x125zZ5C\xf3\x10'	b' \x02\x00\x02'	b'20020002'	[]	20
b'101200044d5154540482435e0002496700027759380c000677745a4474457958676369df08'	b'\x10\x12\x00\x04MQTT\x04\x82C^\x00\x02Ig\x00\x02wY8\x0c\x00\x06wtZDtEyXgci\xdf\x08'	b' \x02\x00\x00'	b'20020000'	[]	20
b'101000044d5154540442d3a3000000026b4b86310a000673796e5250693868a5341100045064'	b'\x10\x10\x00\x04MQTT\x04B\xd3\xa3\x00\x00\x00\x02kK\x861\n\x00\x06synRPi8h\xa54\x11\x00\x04Pd'	b' \x02\x00\x00'	b'20020000'	[]	20
b'100e00064d51497364700302a4f60000427a36340800016554e2636a554393c4cdf4b0'	b'\x10\x0e\x00\x06MQIsdp\x03\x02\xa4\xf6\x00\x00Bz64\x08\x00\x01eT\xe2cjUC\x93\xc4\xcd\xf4\xb0'	b' \x02\x00\x02'	b'20020002'	[]	20
b'101200044d515454040291ef00064c3533356859380400016178e3ad15bcb3b1000050'	b'\x10\x12\x00\x04MQTT\x04\x02\x91\xef\x00\x06L535hY8\x04\x00\x01ax\xe3\xad\x15\xbc\xb3\xb1\x00\x00P'	b' \x02\x00\x00'	b'20020000'	[]	20
b'100e00044d5154540400976600027468cc373d0900065261464649488963c70f510e'	b'\x10\x0e\x00\x04MQTT\x04\x00\x97f\x00\x02th\xcc7=\t\x00\x06RaFFIH\x89c\xc7\x0fQ\x0e'	b' \x02\x00\x00'	b'20020000'	[]	20
b'101200044d515454044016f4000000046a466550340b0007503666396648110275b33960'	b'\x10\x12\x00\x04MQTT\x04@\x16\xf4\x00\x00\x00\x04jFeP4\x0b\x00\x07P6f9fH\x11\x02u\xb39`'	b' \x02\x00\x02'	b'20020002'	[]	20
b'101100064d51497364700302e3ac00036248673411000d7a55794c32526655305754785022a0'	"b'\x10\x11\x00\x06MQIsdp\x03\x02\xe3\xac\x00\x03bHg4\x11\x00\rzUyL2RfU0WTxP""\xa0'"	b' \x02\x00\x00'	b'20020000'	[]	20
b'100c00044d5154540402044400000c158470380f0007734d64526b5377323443486d1b60'	b'\x10\x0c\x00\x04MQTT\x04\x02\x04D\x00\x00\x0c\x15\x84p8\x0f\x00\x07sMdRkSw24CHm\x1b`'	b' \x02\x00\x00'	b'20020000'	[]	20
b'101200044d515454040263b50006333445625753341000023075446861426d4a4a443332532050'	b'\x10\x12\x00\x04MQTT\x04\x02c\xb5\x00\x0634EbWS4\x10\x00\x020uDhaBmJJD32S P'	b' \x02\x00\x00P\x02Dh'	b'2002000050024468'	[]	21
b'101100044d51545404026d75000534306347653d06000157ee19502c81176800022e10'	b'\x10\x11\x00\x04MQTT\x04\x02mu\x00\x0540cGe=\x06\x00\x01W\xee\x19P,\x81\x17h\x00\x02.\x10'	b' \x02\x00\x00'	b'20020000'	[]	21
b'100c00044d5154540400612f0000d573330e0000fdbb396e784853754447476344a0'	b'\x10\x0c\x00\x04MQTT\x04\x00a/\x00\x00\xd5s3\x0e\x00\x00\xfd\xbb9nxHSuDGGcD\xa0'	b' \x02\x00\x02'	b'20020002'	[]	21
b'101200044d51545404005d5e0006387657475a333a0d00066d5a79634b11c671464e6e58f630'	b'\x10\x12\x00\x04MQTT\x04\x00]^\x00\x068vWGZ3:\r\x00\x06mZycK\x11\xc6qFNnX\xf60'	b' \x02\x00\x00'	b'20020000'	[]	21
b'100c00044d515454040235de0000514d28803c0800046c56434ba4b3e66a634713'	b'\x10\x0c\x00\x04MQTT\x04\x025\xde\x00\x00QM(\x80<\x08\x00\x04lVCK\xa4\xb3\xe6jcG\x13'	b' \x02\x00\x00'	b'20020000'	[]	21
b'100f00064d51497364700300287c000154e000310f0002467a6539447867466a786d593677'	b'\x10\x0f\x00\x06MQIsdp\x03\x00(|\x00\x01T\xe0\x001\x0f\x00\x02Fze9DxgFjxmY6w'	b' \x02\x01\x00'	b'20020100'	[]	21
b'101100064d51497364700302b1bb0003723834301200005652674c7a6e66387a306450b9'	b'\x10\x11\x00\x06MQIsdp\x03\x02\xb1\xbb\x00\x03r840\x12\x00\x00VRgLznf8z0dP\xb9'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101200064d514973647003006eb20004536f7959320400007f699783a03401005353451330'	b'\x10\x12\x00\x06MQIsdp\x03\x00n\xb2\x00\x04SoyY2\x04\x00\x00\x7fi\x97\x83\xa04\x01\x00SSE\x130'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101200064d5149736470030089a000045463526b3411000c78635472466950574d6b4762e212'	b'\x10\x12\x00\x06MQIsdp\x03\x00\x89\xa0\x00\x04TcRk4\x11\x00\x0cxcTrFiPWMkGb\xe2\x12'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101100044d5154540402d74d0005316a4b4344390f000367696f7258736352754159684a1fa0'	b'\x10\x11\x00\x04MQTT\x04\x02\xd7M\x00\x051jKCD9\x0f\x00\x03giorXscRuAYhJ\x1f\xa0'	b' \x02\x00\x00'	b'20020000'	[]	21
b'100f00044d5154540400f8730003686568d7331000025837c4d763586a6b4664784baa40'	b'\x10\x0f\x00\x04MQTT\x04\x00\xf8s\x00\x03heh\xd73\x10\x00\x02X7\xc4\xd7cXjkFdxK\xaa@'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101200064d51497364700300f8980004385341523c12000265539ab873464c39556d356a0750'	b'\x10\x12\x00\x06MQIsdp\x03\x00\xf8\x98\x00\x048SAR<\x12\x00\x02eS\x9a\xb8sFL9Um5j\x07P'	b' \x02\x00\x00'	b'20020000'	[]	21
b'100d00044d51545404000ae500016e4217af3b0c00086715dc4e526e55366443db50'	b'\x10\r\x00\x04MQTT\x04\x00\n\xe5\x00\x01nB\x17\xaf;\x0c\x00\x08g\x15\xdcNRnU6dC\xdbP'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101100064d51497364700300cd580003584442310a0006744774557353756170c4ef9100'	b'\x10\x11\x00\x06MQIsdp\x03\x00\xcdX\x00\x03XDB1\n\x00\x06tGtUsSuap\xc4\xef\x91\x00'	b' \x02\x00\x00'	b'20020000'	[]	21
b'100c00044d5154540402553900007422100130090004596b5948744b612ea7710e0493'	"b'\x10\x0c\x00\x04MQTT\x04\x02U9\x00\x00t""\x10\x010\t\x00\x04YkYHtKa.\xa7q\x0e\x04\x93'"	b' \x02\x00\x00'	b'20020000'	[]	21
b'101200044d51545404826c2900000004504530433c0c0004715157673a68836478535a784f00'	b'\x10\x12\x00\x04MQTT\x04\x82l)\x00\x00\x00\x04PE0C<\x0c\x00\x04qQWg:h\x83dxSZxO\x00'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101200044d5154540480eb5f000453356c750001300f000766684c34457749315853325a4417'	b'\x10\x12\x00\x04MQTT\x04\x80\xeb_\x00\x04S5lu\x00\x010\x0f\x00\x07fhL4EwI1XS2ZD\x17'	b''	b''	[]	21
b'101100044d51545404005cb100054b534277673c0a00056d6e6b7117a475720d133b1090'	b'\x10\x11\x00\x04MQTT\x04\x00\\\xb1\x00\x05KSBwg<\n\x00\x05mnkq\x17\xa4ur\r\x13;\x10\x90'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101200064d5149736470030247f100047756613330040001756d7e1c3c6410000168737a'	b'\x10\x12\x00\x06MQIsdp\x03\x02G\xf1\x00\x04wVa30\x04\x00\x01um~\x1c<d\x10\x00\x01hsz'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101100064d51497364700302ec0f0003763462350f00046e4e326109234d38636b4236b9e0'	b'\x10\x11\x00\x06MQIsdp\x03\x02\xec\x0f\x00\x03v4b5\x0f\x00\x04nN2a\t#M8ckB6\xb9\xe0'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101200044d5154540400267900064c31654e65343d0b000567704632759071674de67a38a0'	b'\x10\x12\x00\x04MQTT\x04\x00&y\x00\x06L1eNe4=\x0b\x00\x05gpF2u\x90qgM\xe6z8\xa0'	b' \x02\x00\x00'	b'20020000'	[]	21
b'100f00064d51497364700300e17f00015366403c0f00086d4f52756d356c4fdc426a75075e'	b'\x10\x0f\x00\x06MQIsdp\x03\x00\xe1\x7f\x00\x01Sf@<\x0f\x00\x08mORum5lO\xdcBju\x07^'	b' \x02\x00\x00'	b'20020000'	[]	21
b'100f00064d51497364700302ec970001569000350f00025739f1f24a6c624363466374f6'	b'\x10\x0f\x00\x06MQIsdp\x03\x02\xec\x97\x00\x01V\x90\x005\x0f\x00\x02W9\xf1\xf2JlbCcFct\xf6'	b' \x02\x00\x00'	b'20020000'	[]	21
b'100c00044d51545404024d140000f4615953320d00045177566f51dae74b37574b574300'	b'\x10\x0c\x00\x04MQTT\x04\x02M\x14\x00\x00\xf4aYS2\r\x00\x04QwVoQ\xda\xe7K7WKWC\x00'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101000064d51497364700302f8b40002334fe03412000157bd974d446961546b677232526a'	b'\x10\x10\x00\x06MQIsdp\x03\x02\xf8\xb4\x00\x023O\xe04\x12\x00\x01W\xbd\x97MDiaTkgr2Rj'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101000064d51497364700300d20700024245503b0d000745325362786f77a25a6345649560'	b'\x10\x10\x00\x06MQIsdp\x03\x00\xd2\x07\x00\x02BEP;\r\x00\x07E2Sbxow\xa2ZcEd\x95`'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101100044d5154540402b17c0005356235396f3409000546445063611de664e693c10000'	b'\x10\x11\x00\x04MQTT\x04\x02\xb1|\x00\x055b59o4\t\x00\x05FDPca\x1d\xe6d\xe6\x93\xc1\x00\x00'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101000044d51545404024f9700044630376f903c1200043356335125e64d41763551654f35'	b'\x10\x10\x00\x04MQTT\x04\x02O\x97\x00\x04F07o\x90<\x12\x00\x043V3Q%\xe6MAv5QeO5'	b' \x02\x00\x00'	b'20020000'	[]	21
b'100c00044d51545404004f7c00004637734c3812000862414b7632763632687865506de0'	b'\x10\x0c\x00\x04MQTT\x04\x00O|\x00\x00F7sL8\x12\x00\x08bAKv2v62hxePm\xe0'	b' \x02\x00\x02'	b'20020002'	[]	21
b'101100044d5154540400a025000549386332733d0f0002445629673378654d39393151ba6c20'	b'\x10\x11\x00\x04MQTT\x04\x00\xa0%\x00\x05I8c2s=\x0f\x00\x02DV)g3xeM991Q\xbal '	b' \x02\x00\x00'	b'20020000'	[]	21
b'100d00044d51545404007d60000137b00000330d000351686378425242747065343675d0'	b'\x10\r\x00\x04MQTT\x04\x00}`\x00\x017\xb0\x00\x003\r\x00\x03QhcxBRBtpe46u\xd0'	b' \x02\x01\x00'	b'20020100'	[]	21
b'101200044d5154540402d3f90006773464516f61380c0000784f6e32366e3379565aa7732300'	b'\x10\x12\x00\x04MQTT\x04\x02\xd3\xf9\x00\x06w4dQoa8\x0c\x00\x00xOn26n3yVZ\xa7s#\x00'	b' \x02\x00\x00'	b'20020000'	[]	21
b'100e00064d514973647003004e4800001a003508000848496d65706ea6353c53a0f000'	b'\x10\x0e\x00\x06MQIsdp\x03\x00NH\x00\x00\x1a\x005\x08\x00\x08HImepn\xa65<S\xa0\xf0\x00'	b' \x02\x00\x02'	b'20020002'	[]	21
b'101000064d51497364700382d8f80000000042320d00034561568a77685265754b71777a20'	b'\x10\x10\x00\x06MQIsdp\x03\x82\xd8\xf8\x00\x00\x00\x00B2\r\x00\x03EaV\x8awhReuKqwz '	b' \x02\x00\x02'	b'20020002'	[]	21
b'101200064d5149736470038211870000000231453b1200026c3390fa676a56326a48655648f5'	b'\x10\x12\x00\x06MQIsdp\x03\x82\x11\x87\x00\x00\x00\x021E;\x12\x00\x02l3\x90\xfagjV2jHeVH\xf5'	b' \x02\x00\x02'	b'20020002'	[]	21
b'100e00064d51497364700300b03f0000e8000135120006474373444361b5c3554d68381320'	b'\x10\x0e\x00\x06MQIsdp\x03\x00\xb0?\x00\x00\xe8\x00\x015\x12\x00\x06GCsDCa\xb5\xc3UMh8\x13 '	b' \x02\x00\x02'	b'20020002'	[]	21
b'101200064d514973647003407f7f000000027947331100056e664f5179ec2e675a6573783216'	b'\x10\x12\x00\x06MQIsdp\x03@\x7f\x7f\x00\x00\x00\x02yG3\x11\x00\x05nfOQy\xec.gZesx2\x16'	b' \x02\x00\x02'	b'20020002'	[]	21
b'100f00064d514973647003023c2100017150003512000e4c35775038475634585347596c62'	b'\x10\x0f\x00\x06MQIsdp\x03\x02<!\x00\x01qP\x005\x12\x00\x0eL5wP8GV4XSGYlb'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101100044d51545404002d0f0005394a4b307a3a080002725068014564adb10ecbb100'	b'\x10\x11\x00\x04MQTT\x04\x00-\x0f\x00\x059JK0z:\x08\x00\x02rPh\x01Ed\xad\xb1\x0e\xcb\xb1\x00'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101200044d51545404028f1d0006796c4766743735120006394d62396666bd79374f674d6515'	b'\x10\x12\x00\x04MQTT\x04\x02\x8f\x1d\x00\x06ylGft75\x12\x00\x069Mb9ff\xbdy7OgMe\x15'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101200064d514973647003002257000470795156380f00055349457673426d354d42696fb36d'	"b'\x10\x12\x00\x06MQIsdp\x03\x00""W\x00\x04pyQV8\x0f\x00\x05SIEvsBm5MBio\xb3m'"	b' \x02\x00\x00'	b'20020000'	[]	21
b'100f00064d514973647003029f08000164f000341200076771363468764d962e4954526569'	b'\x10\x0f\x00\x06MQIsdp\x03\x02\x9f\x08\x00\x01d\xf0\x004\x12\x00\x07gq64hvM\x96.ITRei'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101200044d5154540402311700065244376335793d0a0003624d38b5c833363441afc390a0'	b'\x10\x12\x00\x04MQTT\x04\x021\x17\x00\x06RD7c5y=\n\x00\x03bM8\xb5\xc8364A\xaf\xc3\x90\xa0'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101100064d51497364700342aa3200025a6200013311000a645a733667494d687047075951b4'	b'\x10\x11\x00\x06MQIsdp\x03B\xaa2\x00\x02Zb\x00\x013\x11\x00\ndZs6gIMhpG\x07YQ\xb4'	b''	b''	[]	21
b'101200064d51497364700300c946000459796f713112000d6273345a544662426b65363954ea'	b'\x10\x12\x00\x06MQIsdp\x03\x00\xc9F\x00\x04Yyoq1\x12\x00\rbs4ZTFbBke69T\xea'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101100044d5154540440a05600047a336d76c0331100056d65434e739c3637576575504e38'	b'\x10\x11\x00\x04MQTT\x04@\xa0V\x00\x04z3mv\xc03\x11\x00\x05meCNs\x9c67WeuPN8'	b''	b''	[]	21
b'101200044d5154540400e8780006394b65373151341200053066436c660edc5631676330bc00'	b'\x10\x12\x00\x04MQTT\x04\x00\xe8x\x00\x069Ke71Q4\x12\x00\x050fClf\x0e\xdcV1gc0\xbc\x00'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101200064d51497364700342c77400000002507a34040000ddc4d0fd7d5c3c3d1000057970'	b'\x10\x12\x00\x06MQIsdp\x03B\xc7t\x00\x00\x00\x02Pz4\x04\x00\x00\xdd\xc4\xd0\xfd}\\<=\x10\x00\x05yp'	b' \x02\x00\x02'	b'20020002'	[]	21
b'100f00044d51545404001f70000339423458310f000436746e387533333563375363356b'	b'\x10\x0f\x00\x04MQTT\x04\x00\x1fp\x00\x039B4X1\x0f\x00\x046tn8u335c7Sc5k'	b' \x02\x00\x00'	b'20020000'	[]	21
b'100c00044d5154540402d3580000912270a8310b00086b726a656350543939430f60'	"b'\x10\x0c\x00\x04MQTT\x04\x02\xd3X\x00\x00\x91""p\xa81\x0b\x00\x08krjecPT99C\x0f`'"	b' \x02\x00\x00'	b'20020000'	[]	21
b'101100044d5154540402d9c9000573616f63763a0e00057133365036a66b39654b374839d2'	b'\x10\x11\x00\x04MQTT\x04\x02\xd9\xc9\x00\x05saocv:\x0e\x00\x05q36P6\xa6k9eK7H9\xd2'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101200064d51497364700302267b0004326878333a120003534f421b58484d52417771793220'	b'\x10\x12\x00\x06MQIsdp\x03\x02&{\x00\x042hx3:\x12\x00\x03SOB\x1bXHMRAwqy2 '	b' \x02\x00\x00'	b'20020000'	[]	21
b'100e00044d51545404026ced00023848f47835070002594ba92309349d03d10e0006'	b'\x10\x0e\x00\x04MQTT\x04\x02l\xed\x00\x028H\xf4x5\x07\x00\x02YK\xa9#\t4\x9d\x03\xd1\x0e\x00\x06'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101200044d51545404008eca00064251684f7a623d11000b7a6d58614d6a6a4a66756875356f'	b'\x10\x12\x00\x04MQTT\x04\x00\x8e\xca\x00\x06BQhOzb=\x11\x00\x0bzmXaMjjJfuhu5o'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101000064d51497364700302df1800024179d6330e0005597434755981415368716771725350'	b'\x10\x10\x00\x06MQIsdp\x03\x02\xdf\x18\x00\x02Ay\xd63\x0e\x00\x05Yt4uY\x81AShqgqrSP'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101100044d5154540440e04f00014a0003737a433b10000434547175c6ea5a7461376c7ae570'	b'\x10\x11\x00\x04MQTT\x04@\xe0O\x00\x01J\x00\x03szC;\x10\x00\x044Tqu\xc6\xeaZta7lz\xe5p'	b''	b''	[]	21
b'101100044d5154540400ee9500056f7963526534080000bed5515474337287ae34040000'	b'\x10\x11\x00\x04MQTT\x04\x00\xee\x95\x00\x05oycRe4\x08\x00\x00\xbe\xd5QTt3r\x87\xae4\x04\x00\x00'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101000044d51545404422c9100000002734586310d000a6f734c795547506673556a6b1280'	b'\x10\x10\x00\x04MQTT\x04B,\x91\x00\x00\x00\x02sE\x861\r\x00\nosLyUGPfsUjk\x12\x80'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101100064d51497364700302ef9d00034844663c040000b56966512396f2a703a0d0'	b'\x10\x11\x00\x06MQIsdp\x03\x02\xef\x9d\x00\x03HDf<\x04\x00\x00\xb5ifQ#\x96\xf2\xa7\x03\xa0\xd0'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101100044d5154540402f7e600055055616b673b12000d6f564755536b7445774733741e40'	b'\x10\x11\x00\x04MQTT\x04\x02\xf7\xe6\x00\x05PUakg;\x12\x00\roVGUSktEwG3t\x1e@'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101100064d514973647003006f9c00037032653c0c00074a526c59496353601041326b60'	b'\x10\x11\x00\x06MQIsdp\x03\x00o\x9c\x00\x03p2e<\x0c\x00\x07JRlYIcS`\x10A2k`'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101100044d5154540442e07500016200027a77350e00083545474a345a35227b6f4435ef60'	"b'\x10\x11\x00\x04MQTT\x04B\xe0u\x00\x01b\x00\x02zw5\x0e\x00\x085EGJ4Z5""{oD5\xef`'"	b' \x02\x00\x00'	b'20020000'	[]	21
b'100d00044d51545404021227000165d4d5003507000173e047690b4f56b0b0001350'	"b""\x10\r\x00\x04MQTT\x04\x02\x12'\x00\x01e\xd4\xd5\x005\x07\x00\x01s\xe0Gi\x0bOV\xb0\xb0\x00\x13P"""	b' \x02\x00\x00'	b'20020000'	[]	21
b'100f00044d5154540400e556000357577af6f0340e00014d292d4c536a43556e73486a622b'	b'\x10\x0f\x00\x04MQTT\x04\x00\xe5V\x00\x03WWz\xf6\xf04\x0e\x00\x01M)-LSjCUnsHjb+'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101100064d5149736470030047bf000344784f351000097351494a6f756948c41b4f073c0f00'	b'\x10\x11\x00\x06MQIsdp\x03\x00G\xbf\x00\x03DxO5\x10\x00\tsQIJouiH\xc4\x1bO\x07<\x0f\x00'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101200044d5154540402dbe900065a477043476a300d000548466165516769594a726c4f7571'	b'\x10\x12\x00\x04MQTT\x04\x02\xdb\xe9\x00\x06ZGpCGj0\r\x00\x05HFaeQgiYJrlOuq'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101200044d5154540402977200064c78623469483c0e0005434b634a6dae845077745454fd20'	b'\x10\x12\x00\x04MQTT\x04\x02\x97r\x00\x06Lxb4iH<\x0e\x00\x05CKcJm\xae\x84PwtTT\xfd '	b' \x02\x00\x00'	b'20020000'	[]	21
b'101100044d5154540400fbd300057756663979390700075257734446f03c0391100004'	b'\x10\x11\x00\x04MQTT\x04\x00\xfb\xd3\x00\x05wVf9y9\x07\x00\x07RWsDF\xf0<\x03\x91\x10\x00\x04'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101100064d514973647003000f46000347594b3d11000d6134574b5469307352776d5054a0'	b'\x10\x11\x00\x06MQIsdp\x03\x00\x0fF\x00\x03GYK=\x11\x00\ra4WKTi0sRwmPT\xa0'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101100064d51497364700300f6e9000369567a3d0d0003394c7423ee47434a756c746453f0'	b'\x10\x11\x00\x06MQIsdp\x03\x00\xf6\xe9\x00\x03iVz=\r\x00\x039Lt#\xeeGCJultdS\xf0'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101100064d51497364700380686f000000015a3d0e00096a5636783450785a39f57871784fc0'	b'\x10\x11\x00\x06MQIsdp\x03\x80ho\x00\x00\x00\x01Z=\x0e\x00\tjV6x4PxZ9\xf5xqxO\xc0'	b' \x02\x00\x02'	b'20020002'	[]	21
b'101200064d51497364700302c2510004447a576e300f00076c6d376e37694a4e333866796cca'	b'\x10\x12\x00\x06MQIsdp\x03\x02\xc2Q\x00\x04DzWn0\x0f\x00\x07lm7n7iJN38fyl\xca'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101200064d514973647003026d2900043733484834110004446a686f3479475271767a4c6830'	b'\x10\x12\x00\x06MQIsdp\x03\x02m)\x00\x0473HH4\x11\x00\x04Djho4yGRqvzLh0'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101200064d514973647003821b7200014f0001713d1100064e574b4c5a39ab144556635579e0'	b'\x10\x12\x00\x06MQIsdp\x03\x82\x1br\x00\x01O\x00\x01q=\x11\x00\x06NWKLZ9\xab\x14EVcUy\xe0'	b' \x02\x00\x00'	b'20020000'	[]	21
b'100d00044d51545404022fde00015264dd97380c00066d3670726f775a354131689349'	b'\x10\r\x00\x04MQTT\x04\x02/\xde\x00\x01Rd\xdd\x978\x0c\x00\x06m6prowZ5A1h\x93I'	b' \x02\x00\x00'	b'20020000'	[]	21
b'100e00044d51545404007c9f0002554180310e000b38493458314958636a4e76434ff3'	b'\x10\x0e\x00\x04MQTT\x04\x00|\x9f\x00\x02UA\x801\x0e\x00\x0b8I4X1IXcjNvCO\xf3'	b' \x02\x00\x00'	b'20020000'	[]	21
b'101100064d51497364700300963b000366324e3211000d676e306c49344330424c6476fd30'	b'\x10\x11\x00\x06MQIsdp\x03\x00\x96;\x00\x03f2N2\x11\x00\rgn0lI4C0BLdv\xfd0'	b' \x02\x00\x00'	b'20020000'	[]	21
